title,mal_id,url,image,synopsis,title_english,title_japanese,title_synonyms,genres_1,genres_2,genres_3,genres_4,genres_5,explicit_genres_1,explicit_genres_2,explicit_genres_3,explicit_genres_4,explicit_genres_5,demographics_1,demographics_2,demographics_3,themes_1,themes_2,themes_3,genres_6,genres_7,genres_8,themes_4,combined_title
Akuma de Sourou,766,https://myanimelist.net/manga/766/Akuma_de_Sourou,https://cdn.myanimelist.net/images/manga/3/257266.jpg?s=093b43ea551ca546d1959b90e0bb0331,"High school is hard for Kayano. When she tries to confess her love to the kind but distant Yuichi, the school bully Takeru makes her life hell. But things get worse when Kayano's mother gets engaged t...",The Devil Does Exist,悪魔で候,/The Devil Beside Me/Lovely Devil/Flying Rabbit/July,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Akuma de Sourou/The Devil Does Exist/悪魔で候/The Devil Beside Me/Lovely Devil/Flying Rabbit/July
Aphorism,11544,https://myanimelist.net/manga/11544/Aphorism,https://cdn.myanimelist.net/images/manga/2/187771.jpg?s=e0a98adc2a6d8ee9ccff459931026474,"Nara Shika High School, is a seemingly normal school. However, unknown to the public is the cruel truth of what really goes on in the school's halls. Rather than studying, students are forced to strug...",Aphorism,アホリズム,nil,Action,Fantasy,Horror,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,School,nil,,,,,Aphorism/アホリズム
Area D: Inou Ryouiki,35721,https://myanimelist.net/manga/35721/Area_D__Inou_Ryouiki,https://cdn.myanimelist.net/images/manga/1/188814.jpg?s=8235382aea60aedeb608c10acadb9760,"The ""prison survival action"" story is set after the sudden emergence of special powers in certain pockets of humanity. To deal with these so-called ""Altered,"" a mysterious remote island prison named ""...",nil,AREA D 異能領域,nil,Action,Drama,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Super Power,nil,nil,,,,,Area D: Inou Ryouiki/AREA D 異能領域
Arslan Senki,51235,https://myanimelist.net/manga/51235/Arslan_Senki,https://cdn.myanimelist.net/images/manga/1/90465.jpg?s=d5d0e39a55c6dab25f06281f413ffa33,"The country of Pars (a dead-ringer, geographically and culturally to ancient Persia) is embroiled in a war with the neighboring country of Lusitania and its religious zealots. The young Crown Prince,...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Arslan Senki
Ayashi no Ceres,83,https://myanimelist.net/manga/83/Ayashi_no_Ceres,https://cdn.myanimelist.net/images/manga/3/160959.jpg?s=00f569a0126eced80fdf985c5484fc10,"Aya and her twin brother Aki thought they were going to a celebration of their sixteenth birthday at their grandfather's home, but the funeral-like atmosphere tips them off that something's not right....",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Ayashi no Ceres
B.O.D.Y.,627,https://myanimelist.net/manga/627/BODY,https://cdn.myanimelist.net/images/manga/1/176498.jpg?s=b04bdf8f674f0da0ada801a6d2e76fed,"Everyone thinks 16-year-old Ryouko has weird taste in guys because she can't stop drooling over Ryuu, the strong silent type who sits next to her in class. When she discovers he works for a host club—...",B.O.D.Y.,B.O.D.Y.,/BODY/Saa Kyou mo Gakkou da,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,B.O.D.Y./B.O.D.Y./BODY/Saa Kyou mo Gakkou da
Bambino!,11977,https://myanimelist.net/manga/11977/Bambino,https://cdn.myanimelist.net/images/manga/5/74977.jpg?s=2e45f0cbaeeb757a25a56a168e1d2fda,"Shogo Ban, a college student from Fukuoka, likes to cook. Thanks to the owner of the restaurant where he works part-time, he finds himself working at the line of Roppongi's best Italian restaurant, Tr...",nil,バンビ～ノ！,nil,Drama,Gourmet,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Bambino!/バンビ～ノ！
Bartender,3713,https://myanimelist.net/manga/3713/Bartender,https://cdn.myanimelist.net/images/manga/5/5866.jpg?s=aad0ebc9cc6253147bdac2aaaf74e976,A genius bartender known as Ryuu Sasakura helps customers by mixing the perfect cocktail for them.,Bartender,バーテンダ,nil,Drama,Gourmet,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Bartender/バーテンダ
Beck,145,https://myanimelist.net/manga/145/Beck,https://cdn.myanimelist.net/images/manga/3/171795.jpg?s=9a13490d8aa39f56e4f9846b2e80ba5f,"Yukio ""Koyuki"" Tanaka wasted away his middle school days listening to Japanese pop music and apathetically trudging through life—until a casual run-in with the enigmatic guitarist Ryuusuke ""Ray"" Minam...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Beck
Beniiro Hero,634,https://myanimelist.net/manga/634/Beniiro_Hero,https://cdn.myanimelist.net/images/manga/2/165847.jpg?s=93886ff3846b70c9113bc0962538d61c,All that matters to 15-year-old Nobara Sumiyoshi is volleyball—she's an awesome player with big-time ambitions. But sometimes it seems like a girl just can't get a break in the competitive world of hi...,Crimson Hero,紅色HERO,"/""Second""/Sugar/Beniiro Capsule",Drama,Romance,Sports,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,"Beniiro Hero/Crimson Hero/紅色HERO/""Second""/Sugar/Beniiro Capsule"
Binbougami ga!,20242,https://myanimelist.net/manga/20242/Binbougami_ga,https://cdn.myanimelist.net/images/manga/2/253086.jpg?s=b56b954bef8489a1d0752bc0094055e0,"Sakura Ichiko is a 16-year-old girl who leads a charmed life and is blessed with beauty, brains, and health. She has an abundance of ""Happiness Energy,"" which can make people happy, but at the cost of...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Binbougami ga!
Black Cat,40,https://myanimelist.net/manga/40/Black_Cat,https://cdn.myanimelist.net/images/manga/2/186071.jpg?s=cec152df6eb3d8958d8d633713e386a6,"Train Heartnet is an amicable bounty hunter—known as a ""Sweeper""—with a talent for sharpshooting. Working alongside his cool-headed partner Sven Vollfied, they hunt down wanted criminals. Unfortunatel...",Black Cat,BLACK CAT,/Stray Cat,Action,Adventure,Comedy,Fantasy,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Black Cat/BLACK CAT/Stray Cat
Bokurano,670,https://myanimelist.net/manga/670/Bokurano,https://cdn.myanimelist.net/images/manga/1/57107.jpg?s=e5f31862cc6360fc050d75253117b02b,"Fifteen middle school students are happily attending a summer camp by the sea, until one of the children leads the group into a cave that will drastically alter the course of their lives forever. Insi...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Bokurano
Bokutachi wa Shitte Shimatta,4329,https://myanimelist.net/manga/4329/Bokutachi_wa_Shitte_Shimatta,https://cdn.myanimelist.net/images/manga/3/6266.jpg?s=2ad7e5b305cd598ec135e0a40c2c4f14,"Kaji Kotori is a shy girl and was always bad at making new friends, especially with guys. Since the start of high school she has been made fun of by Kaji Yukito who’s the centre of attention of the cl...",nil,僕達は知ってしまった,/We Experienced the Affair/A Romantic Love Story,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Bokutachi wa Shitte Shimatta/僕達は知ってしまった/We Experienced the Affair/A Romantic Love Story
Buddha,1111,https://myanimelist.net/manga/1111/Buddha,https://cdn.myanimelist.net/images/manga/4/941.jpg?s=f502adcf00a3f9a947318cb9a901926f,"In ancient India, the lives of the people are plagued by drought, famine, constant warfare and the injustices of the strict caste system. The intertwining lives of many unhappy souls are drawn togethe...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Buddha
Can't See Can't Hear But Love,35171,https://myanimelist.net/manga/35171/Cant_See_Cant_Hear_But_Love,https://cdn.myanimelist.net/images/manga/2/104251.jpg?s=2654bb9b364f34be2f3eb570667ae359,"Min Geun Soo, a manhwa artist, lives with his special-needs mother who seems to suffer from an intellectual disability and cannot perform the most basic of activities, such as using the toilet or even...","See, Hear, Love",보지 못하고 듣지 못하고 사랑해,nil,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,"Can't See Can't Hear But Love/See, Hear, Love/보지 못하고 듣지 못하고 사랑해"
Chi's Sweet Home,1397,https://myanimelist.net/manga/1397/Chis_Sweet_Home,https://cdn.myanimelist.net/images/manga/1/131453.jpg?s=2c0fe6eaf94a64af02e1d28bc22cdcb3,"Chi is a lost kitten that is surprised to be picked up by a small family. Suddenly, she finds herself in a strange new environment full of frightening things like baths and big dogs! In these short, f...",Chi's Sweet Home,チーズスイートホーム,nil,Comedy,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Chi's Sweet Home/チーズスイートホーム
Corpse Party: Blood Covered,19094,https://myanimelist.net/manga/19094/Corpse_Party__Blood_Covered,https://cdn.myanimelist.net/images/manga/3/166222.jpg?s=181686e4d1ddc635afc6828753627ee7,"Saying farewell to a classmate is never easy, but it is the reality a group of students at Kisaragi Academy must face. In an attempt to alleviate the sadness caused by their friend's departure, they p...",Corpse Party: Blood Covered,コープスパーティー BloodCovered,nil,Drama,Horror,Mystery,Romance,Supernatural,nil,nil,nil,nil,nil,Shounen,nil,nil,Psychological,School,nil,,,,,Corpse Party: Blood Covered/コープスパーティー BloodCovered
Crayon Shin-chan,2435,https://myanimelist.net/manga/2435/Crayon_Shin-chan,https://cdn.myanimelist.net/images/manga/5/165300.jpg?s=7257439d65709456b4f5c4e1ad8b367e,"Shinnosuke Nohara might look like an innocent little kid, but anyone whose dealt with kids know they're anything but innocent. Relentlessly sassing the adults around him, pulling perverted pranks, and...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Crayon Shin-chan
Curry naru Shokutaku,843,https://myanimelist.net/manga/843/Curry_naru_Shokutaku,https://cdn.myanimelist.net/images/manga/4/3374.jpg?s=1d099a387336b5d9b505ab8360a23655,Addicted to Curry begins with a young schoolgirl named Sonezaki Yui. One day she encounters what looks like a half dead man in the middle of the road. Not knowing what to do she throws some food at hi...,nil,華麗なる食卓,/Addicted to Curry,Comedy,Gourmet,Romance,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Curry naru Shokutaku/華麗なる食卓/Addicted to Curry
Defense Devil,13748,https://myanimelist.net/manga/13748/Defense_Devil,https://cdn.myanimelist.net/images/manga/2/56407.jpg?s=43c64bac0b3932332813f75ddece5144,"Mephisto Bart Kucabara is a devil lawyer. In order to return to the demon world that he was exiled from, he needs to collect enough Dark Matter. To do so, he creates a plan to claim the Dark Matter fr...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Defense Devil
Denei Shoujo,755,https://myanimelist.net/manga/755/Denei_Shoujo,https://cdn.myanimelist.net/images/manga/2/185816.jpg?s=18f5545950191ea9cb79c5cdd7f95c5c,"High school student Youta Moteuchi is so unpopular that his classmates have given him the nickname ""Dateless."" So it's no surprise when the love of his life, Moemi, is not interested in Youta but inst...",Video Girl Ai,電影少女,/Video Girl Len,Drama,Romance,Sci-Fi,Supernatural,Ecchi,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Denei Shoujo/Video Girl Ai/電影少女/Video Girl Len
Donten ni Warau,26178,https://myanimelist.net/manga/26178/Donten_ni_Warau,https://cdn.myanimelist.net/images/manga/1/254936.jpg?s=1da0992ab7187a579e363371715bc263,"In the dawn of the Meiji period, the Gokumonjou, an inescapable prison, has been established in the middle of an enormous lake to counter the soaring crime rates the new era has brought. Serving as th...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Donten ni Warau
Dr. Slump,796,https://myanimelist.net/manga/796/Dr_Slump,https://cdn.myanimelist.net/images/manga/2/156408.jpg?s=53e2027bf60b19abfb6938c17b3f7cad,"When goofy inventor Senbei Norimaki creates a precocious robot named Arale, his masterpiece turns out to be more than he bargained for! Basking in the glow of his scientific achievement, Senbei scramb...",Dr. Slump,Dr. スランプ,/Dr. Slump and Arale-Chan,Comedy,Sci-Fi,Slice of Life,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Dr. Slump/Dr. スランプ/Dr. Slump and Arale-Chan
Eden no Ori,12586,https://myanimelist.net/manga/12586/Eden_no_Ori,https://cdn.myanimelist.net/images/manga/3/56963.jpg?s=23d12f53e3058c8931074539cb0389d8,"Just a few hours ago, Akira Sengoku was having fun with his classmates on their flight back to Japan from a school trip in Guam. Now, he finds himself all alone in a jungle after the plane mysteriousl...",Cage of Eden,エデンの檻,nil,Action,Adventure,Fantasy,Ecchi,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Eden no Ori/Cage of Eden/エデンの檻
Erementar Gerad,114,https://myanimelist.net/manga/114/Erementar_Gerad,https://cdn.myanimelist.net/images/manga/2/55581.jpg?s=e9dffedc1135e96525af1ff2b73b33d2,Coud is a young sky pirate who discovered a girl with mysterious powers on what had seemed like a routine mission. Ren has the ability to lend Coud bizarre fighting capabilities (his arm turns into a...,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Erementar Gerad
Eyeshield 21,93595,https://myanimelist.net/manga/93595/Eyeshield_21,https://cdn.myanimelist.net/images/manga/2/165452.jpg?s=00cfe8fd2068d486980561364090c051,"Original two-part pilot one-shot for Eyeshield 21. It was later collected in the official databook published on October 4, 2005.",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Eyeshield 21
Full Metal Panic! Sigma,895,https://myanimelist.net/manga/895/Full_Metal_Panic_Sigma,https://cdn.myanimelist.net/images/manga/1/55583.jpg?s=77e066285791e7124526a27fb45c3583,"Tells the same story as Full Metal Panic Second Raid and is as such, also based on the novels The End Of Day By Day. Leaving off after the original series, this series tells of Sousuke and Mithril as...",Full Metal Panic! Sigma,フルメタル・パニック! Σ,nil,Action,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Mecha,Military,nil,,,,,Full Metal Panic! Sigma/フルメタル・パニック! Σ
Gamble Fish,15167,https://myanimelist.net/manga/15167/Gamble_Fish,https://cdn.myanimelist.net/images/manga/3/164909.jpg?s=651f33c8400c5c401e428a797db5830c,"The story is set at Shishidou, a school attended by rich and elite people. Tom Shirasagi, a gambler, is a mysterious new transfer student who has come from a public school (instead of a prestigious pr...",nil,GAMBLE FISH,nil,Mystery,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Game,Harem,Psychological,,,,School,Gamble Fish/GAMBLE FISH
GetBackers,19,https://myanimelist.net/manga/19/GetBackers,https://cdn.myanimelist.net/images/manga/1/169369.jpg?s=8312b8ce0f04c4658824405e2843edfa,"Blonde, hip, pragmatic and cool, Ginji Amano has the power to generate currents with his body like an electric eel. Brunette, equally hip, bespectacled and rambunctious, Ban Mido has the mystically my...",GetBackers,GetBackers -奪還屋-,/Get Backers: Dakkan-ya,Action,Comedy,Drama,Mystery,Supernatural,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,Ecchi,,,,GetBackers/GetBackers -奪還屋-/Get Backers: Dakkan-ya
Ginga Eiyuu Densetsu,6978,https://myanimelist.net/manga/6978/Ginga_Eiyuu_Densetsu,https://cdn.myanimelist.net/images/manga/5/155231.jpg?s=542b8ecfb116cf71164c5947326b41f5,"In the far future, two young military leaders rise above their peers. The invincible genius Reinhard von Lohengramm is matched only by the unbeatable magician Yang Wen-li; though the two share a profo...",Legend of the Galactic Heroes,銀河英雄伝説,/LoGH/LotGH/GinEiDen,Action,Adventure,Drama,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,nil,Military,Space,nil,,,,,Ginga Eiyuu Densetsu/Legend of the Galactic Heroes/銀河英雄伝説/LoGH/LotGH/GinEiDen
Gunslinger Girl,649,https://myanimelist.net/manga/649/Gunslinger_Girl,https://cdn.myanimelist.net/images/manga/3/160923.jpg?s=6185f6f809485b1579e8bc7a8f9fe013,"The Social Welfare Agency in Italy is not what it seems. Yes, it rescues young girls who have been brutalized, but it then brainwashes them and turns them into ruthless killers for an elite and secret...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Gunslinger Girl
Hachimitsu to Clover,1009,https://myanimelist.net/manga/1009/Hachimitsu_to_Clover,https://cdn.myanimelist.net/images/manga/3/184591.jpg?s=322430d9039d000e9e4da0f37708cda5,"Takemoto lives in a run down student apartment, where his greatest worry is when he'll next be able to afford to eat meat and whether he'll get to class on time. Although he's away from home and livin...",Honey and Clover,ハチミツとクローバー,/HachiKuro/Honey & Clover/Sora no Kotori/Hoshi no Opera/HoneyClo,Comedy,Drama,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,Josei,nil,nil,nil,nil,nil,,,,,Hachimitsu to Clover/Honey and Clover/ハチミツとクローバー/HachiKuro/Honey & Clover/Sora no Kotori/Hoshi no Opera/HoneyClo
Hajimete no Aku,12395,https://myanimelist.net/manga/12395/Hajimete_no_Aku,https://cdn.myanimelist.net/images/manga/1/50651.jpg?s=263d79a859d98b0ee6287cf3c7a8bc01,"In the spring of Kyoko's first year in high school, Eiko, a girl like a sister to her, returns with her younger brother, Jiro. The return isn't that big of a deal, but Jiro has it in his head that he...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Hajimete no Aku
Hakushaku to Yousei,11597,https://myanimelist.net/manga/11597/Hakushaku_to_Yousei,https://cdn.myanimelist.net/images/manga/1/144283.jpg?s=f666ebfd85cc14bd29be0ccfdd969edf,"The story is set in 19th century England and centers on a ""fairy doctor"" named Lydia. Her life takes a 180-degrees turn when she meets a legendary blue knight count named Edgar and his crew. He hires...",The Earl and The Fairy,伯爵と妖精,/The Count and the Fairy,Fantasy,Romance,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,,Hakushaku to Yousei/The Earl and The Fairy/伯爵と妖精/The Count and the Fairy
Hammer Session!,12269,https://myanimelist.net/manga/12269/Hammer_Session,https://cdn.myanimelist.net/images/manga/2/194911.jpg?s=d31f8ace50a0c7e9d3a96f38ba5c99d1,"Two prisoners managed to escape after the police truck carrying them crashed on the highway. One of them, Imamura Shouhei is a gangster who has sent 10 opposite bosses to hospital. The other called Ya...",nil,ハンマーセッション！,nil,Action,Comedy,Ecchi,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,,Hammer Session!/ハンマーセッション！
